log_type,event_id,event_category,event_type,source_name,computer_name,time_generated,message,parsed_timestamp,template_id,log_template
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:54:59,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:54:59,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:48:50,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:48:50,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:48:47,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:48:47,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:48:46,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:48:46,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:48:16,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:48:16,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:48:15,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:48:15,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:42:40,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:42:40,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:42:36,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:42:36,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:42:35,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:42:35,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:37:55,application-specific | Local | Activation | {8BC3F05E-D86B-11D0-A075-00C04FB68820} | {8BC3F05E-D86B-11D0-A075-00C04FB68820} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Unavailable | S-1-15-2-1505538452-1152410967-1426394730-540222427-2058778797-3081494802-795281858,2026-04-16 19:37:55,58df64de,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Unavailable | S-1-15-2-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>
Network,16,0,INFORMATION,Microsoft-Windows-Kernel-General,Sree,2026-04-16 19:27:58,122 | \??\C:\Users\vijayanAdmin\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat | 7 | 2,2026-04-16 19:27:58,a44c4d52,EVT16 NETWOR 122 | \??\C:\Users\vijayanAdmin\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat | 7 | 2
Network,16,0,INFORMATION,Microsoft-Windows-Kernel-General,Sree,2026-04-16 19:27:58,115 | \??\C:\Users\vijayanAdmin\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\SystemAppData\Helium\User.dat | 9 | 1,2026-04-16 19:27:58,b399ab36,EVT16 NETWOR 115 | \??\C:\Users\vijayanAdmin\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\SystemAppData\Helium\User.dat | 9 | 1
Network,16,0,INFORMATION,Microsoft-Windows-Kernel-General,Sree,2026-04-16 19:27:58,107 | \??\C:\Users\vijayanAdmin\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\Settings\settings.dat | 2 | 1,2026-04-16 19:27:58,3560f2cb,EVT16 NETWOR 107 | \??\C:\Users\vijayanAdmin\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\Settings\settings.dat | 2 | 1
Network,16,0,INFORMATION,Microsoft-Windows-Kernel-General,Sree,2026-04-16 19:27:58,165 | \??\C:\ProgramData\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\S-1-5-21-2039802478-3675497764-1355025593-1001\SystemAppData\Helium\Cache\34725d64c69bbd39_COM15.dat | 1 | 1,2026-04-16 19:27:58,952fdcf0,EVT16 NETWOR 165 | \??\C:\ProgramData\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM>\SystemAppData\Helium\Cache\34725d64c69bbd39_COM15.dat | 1 | 1
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:24:48,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:24:48,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:24:43,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 19:24:43,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:23:53,application-specific | Local | Activation | {8BC3F05E-D86B-11D0-A075-00C04FB68820} | {8BC3F05E-D86B-11D0-A075-00C04FB68820} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Unavailable | S-1-15-2-4123602222-3570032080-3553225392-1433731471-1081205281-210963994-325501028,2026-04-16 19:23:53,58df64de,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Unavailable | S-1-15-2-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 19:23:02,application-specific | Local | Activation | {8BC3F05E-D86B-11D0-A075-00C04FB68820} | {8BC3F05E-D86B-11D0-A075-00C04FB68820} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Unavailable | S-1-15-2-1442506795-3350828473-188912606-3121234219-1046768590-3450435445-83787242,2026-04-16 19:23:02,58df64de,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Unavailable | S-1-15-2-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>-<NUM>
Network,1073748864,0,INFORMATION,Service Control Manager,Sree,2026-04-16 19:04:41,Background Intelligent Transfer Service | demand start | auto start | BITS,2026-04-16 19:04:41,ccc84460,EVT1073748864 NETWOR Background Intelligent Transfer Service | demand start | auto start | BITS
Network,1073748864,0,INFORMATION,Service Control Manager,Sree,2026-04-16 18:38:07,Background Intelligent Transfer Service | auto start | demand start | BITS,2026-04-16 18:38:07,84bf1454,EVT1073748864 NETWOR Background Intelligent Transfer Service | auto start | demand start | BITS
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 18:34:06,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | 5319275A.WhatsAppDesktop_2.2613.101.0_x64__cv1g1gvanyjgm | Unavailable,2026-04-16 18:34:06,cc01d277,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | 5319275A.WhatsAppDesktop_2.<NUM>.101.0_x64__cv1g1gvanyjgm | Unavailable
Network,5,0,INFORMATION,Microsoft-Windows-IsolatedUserMode,Sree,2026-04-16 18:29:14,0 | 0 | 0 | NULL,2026-04-16 18:29:14,1aec52aa,EVT5 NETWOR 0 | 0 | 0 | NULL
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 18:29:10,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | MSTeams_26072.519.4556.7438_x64__8wekyb3d8bbwe | Unavailable,2026-04-16 18:29:10,768d639a,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | MSTeams_26072.519.<NUM>.7438_x64__8wekyb3d8bbwe | Unavailable
Network,1073748864,0,INFORMATION,Service Control Manager,Sree,2026-04-16 18:29:02,McAfee Scheduled Task - (McAfee-Dynamicappdownloader) | demand start | disabled | McAfee Scheduled Task - (McAfee-Dynamicappdownloader),2026-04-16 18:29:02,adae45a1,EVT1073748864 NETWOR McAfee Scheduled Task - (McAfee-Dynamicappdownloader) | demand start | disabled | McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Network,1073748869,0,INFORMATION,Service Control Manager,Sree,2026-04-16 18:28:54,"McAfee Scheduled Task - (McAfee-Dynamicappdownloader) | ""C:\Program Files\McAfee\wps\1.37.173.1\dad\mc-dad.exe"" | user mode service | demand start | LocalSystem",2026-04-16 18:28:54,126f909b,"EVT1073748869 NETWOR McAfee Scheduled Task - (McAfee-Dynamicappdownloader) | ""C:\Program Files\McAfee\wps\<IP>\dad\mc-dad.exe"" | user mode service | demand start | LocalSystem"
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 18:28:40,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 18:28:40,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 18:28:37,application-specific | Local | Activation | {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} | {15C20B67-12E7-4BB6-92BB-7AFF07997402} | SREE | vijayanAdmin | S-1-5-21-2039802478-3675497764-1355025593-1001 | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable,2026-04-16 18:28:37,5d7ec3d2,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | SREE | vijayanAdmin | S-1-5-21-<NUM>-<NUM>-<NUM>-<NUM> | LocalHost (Using LRPC) | Mozilla.Firefox_149.0.2.0_x64__n80bbvh6b1yt2 | Unavailable
Network,1073873926,0,INFORMATION,mtkwlex,Sree,2026-04-16 18:28:22,\Device\NDMP3,2026-04-16 18:28:22,d6439ebd,EVT1073873926 NETWOR \Device\NDMP3
Network,10016,0,WARNING,DCOM,Sree,2026-04-16 18:28:08,application-specific | Local | Activation | {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52} | {4839DDB7-58C2-48F5-8283-E1D1807D0D7D} | NT AUTHORITY | LOCAL SERVICE | S-1-5-19 | LocalHost (Using LRPC) | Unavailable | Unavailable,2026-04-16 18:28:08,6659d801,EVT10016 NETWOR application-specific | Local | Activation | {<UUID>} | {<UUID>} | NT AUTHORITY | LOCAL SERVICE | S-1-5-19 | LocalHost (Using LRPC) | Unavailable | Unavailable
Network,1038,0,INFORMATION,Microsoft-Windows-TPM-WMI,Sree,2026-04-16 18:28:07,C:\Windows\Logs\MeasuredBoot\0000000047-0000000002.json,2026-04-16 18:28:07,15d99d2a,EVT1038 NETWOR C:\Windows\Logs\MeasuredBoot\<NUM>-<NUM>.json
Network,1041,0,INFORMATION,Microsoft-Windows-TPM-WMI,Sree,2026-04-16 18:28:07,"{""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}",2026-04-16 18:28:07,b6fa1f5d,"EVT1041 NETWOR {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}"
Network,1,0,INFORMATION,Microsoft-Windows-Power-Troubleshooter,Sree,2026-04-16 18:28:07,2026-04-16T12:15:40.7367681Z | 2026-04-16T12:58:06.1428522Z | 1408 | 642 | 624 | 4450 | 5291 | 3123 | 407965 | 1979728141 | 6 | 5 | 0 | 0 |  | 0 | 0 | 0 |  |  | 18,2026-04-16 18:28:07,575e903e,EVT1 NETWOR <NUM>-04-16T12:15:40.7367681Z | <NUM>-04-16T12:58:06.1428522Z | <NUM> | 642 | 624 | <NUM> | <NUM> | <NUM> | <NUM> | <NUM> | 6 | 5 | 0 | 0 |  | 0 | 0 | 0 |  |  | 18
Network,98,0,INFORMATION,Microsoft-Windows-Ntfs,Sree,2026-04-16 18:28:07,D: | \Device\HarddiskVolume4 | 0,2026-04-16 18:28:07,686eae97,EVT98 NETWOR D: | \Device\HarddiskVolume4 | 0
Network,30,21,INFORMATION,Microsoft-Windows-Kernel-Boot,Sree,2026-04-16 18:28:06,0 | 4341 | 4448 | 6610 | 6657,2026-04-16 18:28:06,1aca8db7,EVT30 NETWOR 0 | <NUM> | <NUM> | <NUM> | <NUM>
Network,18,57,INFORMATION,Microsoft-Windows-Kernel-Boot,Sree,2026-04-16 18:28:06,1,2026-04-16 18:28:06,1265991c,EVT18 NETWOR 1
Network,566,268,INFORMATION,Microsoft-Windows-Kernel-Power,Sree,2026-04-16 18:28:06,47 | 20 | 16 | 3 | 2545390131 | 24446 | 52711 | 35270 | 52711 | 17 | 1 | false | 20,2026-04-16 18:28:06,fc953f13,EVT566 NETWOR 47 | 20 | 16 | 3 | <NUM> | <NUM> | <NUM> | <NUM> | <NUM> | 17 | 1 | false | 20
Network,32,58,INFORMATION,Microsoft-Windows-Kernel-Boot,Sree,2026-04-16 18:28:06,0,2026-04-16 18:28:06,ed6a7ee2,EVT32 NETWOR 0
Network,25,32,INFORMATION,Microsoft-Windows-Kernel-Boot,Sree,2026-04-16 18:28:06,1,2026-04-16 18:28:06,e75364d2,EVT25 NETWOR 1
Network,27,33,INFORMATION,Microsoft-Windows-Kernel-Boot,Sree,2026-04-16 18:28:06,1 | ?,2026-04-16 18:28:06,905fe1b7,EVT27 NETWOR 1 | ?
Network,247,99,INFORMATION,Microsoft-Windows-Kernel-Boot,Sree,2026-04-16 18:28:06,0 | 4,2026-04-16 18:28:06,b7eedefc,EVT247 NETWOR 0 | 4
Network,1073742091,0,INFORMATION,Win32k,Sree,2026-04-16 18:28:06,,2026-04-16 18:28:06,101c6707,EVT1073742091 NETWOR
Network,506,157,INFORMATION,Microsoft-Windows-Kernel-Power,Sree,2026-04-16 18:28:06,20 | true | false | 17 | 35270 | 52711 | 17 | 47,2026-04-16 18:28:06,af92d33f,EVT506 NETWOR 20 | true | false | 17 | <NUM> | <NUM> | 17 | 47
Network,507,158,INFORMATION,Microsoft-Windows-Kernel-Power,Sree,2026-04-16 18:28:06,0 | 29303 | 0 | 0 | 0 | 29303 | 0 | 99 | false | 15 | 0 | 0 | false | 0 | 11940 | false | true | 0 | 7 | 0 | true | false | 19 | false | 35270 | 52711 | 17 | 47 | 0 | 29303 | 0 | 0 | 0 | 0 | 11130 | false | 35270 | 35270 | 27909 | 0 | 0 | 0 | 52711 | 52711 | 0 | 0 | 20 | 0 | 0 | 0 | 0 | 0,2026-04-16 18:28:06,86d4b676,EVT507 NETWOR 0 | <NUM> | 0 | 0 | 0 | <NUM> | 0 | 99 | false | 15 | 0 | 0 | false | 0 | <NUM> | false | true | 0 | 7 | 0 | true | false | 19 | false | <NUM> | <NUM> | 17 | 47 | 0 | <NUM> | 0 | 0 | 0 | 0 | <NUM> | false | <NUM> | <NUM> | <NUM> | 0 | 0 | 0 | <NUM> | <NUM> | 0 | 0 | 20 | 0 | 0 | 0 | 0 | 0
Network,566,268,INFORMATION,Microsoft-Windows-Kernel-Power,Sree,2026-04-16 18:28:06,47 | 15 | 17 | 1 | 27909 | 35270 | 52711 | 35270 | 52711 | 19 | 0 | false | 15,2026-04-16 18:28:06,3ece2c00,EVT566 NETWOR 47 | 15 | 17 | 1 | <NUM> | <NUM> | <NUM> | <NUM> | <NUM> | 19 | 0 | false | 15
